,Player_name,Player_ID,Season_start,Season_end
1218,Lonnie Eggleston,egglelo01,1949,1949
1219,Bulbs Ehlers,ehlerbu01,1948,1949
1220,Craig Ehlo,ehlocr01,1984,1997
1221,Rich Eichhorst,eichhdi01,1962,1962
1222,Howard Eisley,eisleho01,1995,2006
1223,Obinna Ekezie,ekeziob01,2000,2005
1224,Khalid El-Amin,elamikh01,2001,2001
1225,Don Eliason,eliasdo01,1947,1947
1226,Mario Elie,eliema01,1991,2001
1227,CJ Elleby,ellebcj01,2021,2021
1228,Ray Ellefson,ellefra01,1949,1951
1229,Henry Ellenson,ellenhe01,2017,2021
1230,Wayne Ellington,ellinwa01,2010,2021
1231,Bob Elliott,elliobo01,1979,1981
1232,Sean Elliott,elliose01,1990,2001
1233,Bo Ellis,ellisbo02,1978,1980
1234,Boo Ellis,ellisbo01,1959,1960
1235,Dale Ellis,ellisda01,1984,2000
1236,Harold Ellis,ellisha01,1994,1998
1237,Joe Ellis,ellisjo01,1967,1974
1238,LaPhonso Ellis,ellisla01,1993,2003
1239,LeRon Ellis,ellisle02,1992,1996
1240,Leroy Ellis,ellisle01,1963,1976
1241,Monta Ellis,ellismo01,2006,2017
1242,Pervis Ellison,ellispe01,1990,2001
1243,Len Elmore,elmorle01,1975,1984
1244,Francisco Elson,elsonfr01,2004,2012
1245,Darrell Elston,elstoda01,1975,1977
1246,Melvin Ely,elyme01,2003,2014
1247,Joel Embiid,embiijo01,2017,2021
1248,Wayne Embry,embrywa01,1959,1969
1249,Andre Emmett,emmetan01,2005,2012
1250,Ned Endress,endrene01,1947,1947
1251,Wayne Engelstad,englewa01,1989,1989
1252,Chris Engler,englech01,1983,1988
1253,A.J. English,engliaj01,1991,1992
1254,Alex English,englial01,1977,1991
1255,Claude English,englicl01,1971,1971
1256,Jo Jo English,englijo01,1993,1995
1257,Kim English,engliki01,2013,2013
1258,Scott English,englisc01,1973,1975
1259,Gene Englund,engluge01,1950,1950
1260,James Ennis,ennisja01,2015,2021
1261,Tyler Ennis,ennisty01,2015,2018
1262,Ray Epps,eppsra01,1979,1979
1263,Semih Erden,erdense01,2011,2012
1264,Bo Erias,eriasbo01,1958,1958
1265,Keith Erickson,erickke01,1966,1977
1266,Julius Erving,ervinju01,1972,1987
1267,Evan Eschmeyer,eschmev01,2000,2003
1268,Jack Eskridge,eskrija01,1949,1949
1269,Vincenzo Esposito,esposvi01,1996,1996
1270,Drew Eubanks,eubandr01,2019,2021
1271,Billy Evans,evansbi01,1970,1970
1272,Bob Evans,evansbo01,1950,1950
1273,Brian Evans,evansbr01,1997,1999
1274,Earl Evans,evansea01,1980,1980
1275,Jacob Evans,evansja02,2019,2020
1276,Jawun Evans,evansja01,2018,2019
1277,Jeremy Evans,evansje01,2011,2018
1278,Maurice Evans,evansma01,2002,2012
1279,Mike Evans,evansmi01,1980,1988
1280,Reggie Evans,evansre01,2003,2015
1281,Tyreke Evans,evansty01,2010,2019
1282,Daniel Ewing,ewingda01,2006,2007
1283,Patrick Ewing,ewingpa01,1986,2002
1284,Patrick Ewing,ewingpa02,2011,2011
1285,Dante Exum,exumda01,2015,2021
1286,Christian Eyenga,eyengch01,2011,2012
1287,Festus Ezeli,ezelife01,2013,2016
1288,Johnny Ezersky,ezersjo01,1948,1950
1289,Joe Fabel,fabeljo01,1947,1947
1290,John Fairchild,faircjo01,1966,1970
1291,Tacko Fall,fallta01,2020,2021
1292,Phil Farbman,farbmph01,1949,1949
1293,Kenneth Faried,farieke01,2012,2019
1294,Dick Farley,farledi01,1955,1959
1295,Jordan Farmar,farmajo01,2007,2017
1296,Desmon Farmer,farmede01,2007,2009
1297,Jim Farmer,farmeji01,1988,1994
1298,Mike Farmer,farmemi01,1959,1966
1299,Tony Farmer,farmeto01,1998,2000
1300,Bob Faught,faughbo01,1947,1947
1301,Vítor Faverani,favervi01,2014,2014
1302,Derrick Favors,favorde01,2011,2021
1303,Nick Fazekas,fazekni01,2008,2008
1304,Dave Fedor,fedorda01,1963,1963
1305,Bob Feerick,feeribo01,1947,1950
1306,Butch Feher,feherbu01,1977,1977
1307,Jamie Feick,feickja01,1997,2001
1308,Ron Feiereisel,feierro01,1956,1956
1309,George Feigenbaum,feigege01,1950,1953
1310,Dave Feitl,feitlda01,1987,1992
1311,Kay Felder,feldeka01,2017,2018
1312,Cristiano Felício,feliccr01,2016,2021
1313,Carrick Felix,felixca01,2014,2014
1314,Noel Felix,felixno01,2006,2006
1315,Ray Felix,felixra01,1954,1962
1316,Raymond Felton,feltora01,2006,2019
1317,Jake Fendley,fendlja01,1952,1953
1318,Warren Fenley,fenlewa01,1947,1947
1319,Desmond Ferguson,fergude01,2004,2004
1320,Terrance Ferguson,fergute01,2018,2021
1321,Rudy Fernández,fernaru01,2009,2012
1322,Bruno Fernando,fernabr01,2020,2021
1323,Eric Fernsten,fernser01,1976,1984
1324,Al Ferrari,ferraal01,1956,1963
1325,Rolando Ferreira,ferrero01,1989,1989
1326,Duane Ferrell,ferredu01,1989,1999
1327,Yogi Ferrell,ferreyo01,2017,2021
1328,Arnie Ferrin,ferriar01,1949,1951
1329,Bob Ferry,ferrybo01,1960,1969
1330,Danny Ferry,ferryda01,1991,2003
1331,Kyrylo Fesenko,fesenky01,2008,2012
1332,Bobby Fields,fieldbo01,1972,1972
1333,Kenny Fields,fieldke01,1985,1988
1334,Landry Fields,fieldla01,2011,2015
1335,Ron Filipek,filipro01,1968,1968
1336,Greg Fillmore,fillmgr01,1971,1972
1337,Larry Finch,finchla01,1974,1975
1338,Hank Finkel,finkeha01,1967,1975
1339,Michael Finley,finlemi01,1996,2010
1340,Danny Finn,finnda01,1953,1955
1341,Dorian Finney-Smith,finnedo01,2017,2021
1342,Matt Fish,fishma01,1995,1997
1343,Derek Fisher,fishede01,1997,2014
1344,Richard Fisher,fisheri01,1972,1972
1345,Gerald Fitch,fitchge01,2006,2006
1346,Malik Fitts,fittsma01,2021,2021
1347,Bob Fitzgerald,fitzgbo01,1947,1949
1348,Dick Fitzgerald,fitzgdi01,1947,1948
1349,Marcus Fizer,fizerma01,2001,2006
1350,Jerry Fleishman,fleisje01,1947,1953
1351,Al Fleming,flemial01,1978,1978
1352,Ed Fleming,flemied01,1956,1960
1353,Vern Fleming,flemive01,1985,1996
1354,Luis Flores,florelu01,2005,2005
1355,Bruce Flowers,flowebr01,1983,1983
1356,Sleepy Floyd,floydsl01,1983,1995
1357,Jonny Flynn,flynnjo01,2010,2012
1358,Malachi Flynn,flynnma01,2021,2021
1359,Mike Flynn,flynnmi01,1976,1978
1360,Larry Fogle,foglela01,1976,1976
1361,Jack Foley,foleyja01,1963,1963
1362,Isaac Fontaine,fontais01,2002,2002
1363,Levi Fontaine,fontale01,1971,1971
1364,Jeff Foote,footeje01,2012,2012
1365,Bryn Forbes,forbebr01,2017,2021
1366,Gary Forbes,forbega01,2011,2012
1367,Alphonso Ford,fordal01,1994,1995
1368,Alton Ford,fordal02,2002,2004
1369,Bob Ford,fordbo01,1973,1973
1370,Chris Ford,fordch01,1973,1982
1371,Don Ford,forddo01,1976,1982
1372,Jake Ford,fordja01,1971,1972
1373,Phil Ford,fordph01,1979,1985
1374,Sharrod Ford,fordsh02,2006,2006
1375,Sherell Ford,fordsh01,1996,1996
1376,T.J. Ford,fordtj01,2004,2012
1377,Donnie Forman,formado01,1949,1949
1378,Bayard Forrest,forreba01,1978,1979
1379,Trent Forrest,forretr01,2021,2021
1380,Joseph Forte,fortejo01,2002,2003
1381,Courtney Fortson,fortsco01,2012,2012
1382,Danny Fortson,fortsda01,1998,2007
1383,Fred Foster,fostefr01,1969,1977
1384,Greg Foster,fostegr01,1991,2003
1385,Jeff Foster,fosteje01,2000,2012
1386,Jimmy Foster,fosteja01,1975,1976
1387,Rod Foster,fostero01,1984,1986
1388,Antonis Fotsis,fotsian01,2002,2002
1389,Evan Fournier,fournev01,2013,2021
1390,Larry Foust,foustla01,1951,1962
1391,Calvin Fowler,fowleca01,1970,1970
1392,Jerry Fowler,fowleje01,1952,1952
1393,Tremaine Fowlkes,fowlktr01,2002,2005
1394,De'Aaron Fox,foxde01,2018,2021
1395,Harold Fox,foxha01,1973,1973
1396,Jim Fox,foxji01,1968,1977
1397,Rick Fox,foxri01,1992,2004
1398,Randy Foye,foyera01,2007,2017
1399,Adonal Foyle,foylead01,1998,2009
1400,Richie Frahm,frahmri01,2004,2008
1401,Steve Francis,francst01,2000,2008
1402,Tellis Frank,frankte01,1988,1994
1403,Nat Frankel,frankna01,1947,1947
1404,Jamaal Franklin,frankja01,2014,2015
1405,William Franklin,frankwi01,1973,1976
1406,Robert Franks,frankro01,2021,2021
1407,Ronald Franz,franzro01,1968,1973
1408,Melvin Frazier,frazime01,2019,2020
1409,Michael Frazier,frazimi01,2020,2020
1410,Tim Frazier,fraziti01,2015,2021
1411,Walt Frazier,fraziwa01,1968,1980
1412,Will Frazier,fraziwi01,1966,1969
1413,Anthony Frederick,fredean01,1989,1992
1414,Jimmer Fredette,fredeji01,2012,2019
1415,World B. Free,freewo01,1976,1988
1416,Joel Freeland,freeljo01,2013,2015
1417,Donnie Freeman,freemdo01,1968,1976
1418,Gary Freeman,freemga01,1971,1971
1419,Rod Freeman,freemro01,1974,1974
1420,Matt Freije,freijma01,2005,2007
1421,Frido Frey,freyfr01,1947,1947
1422,Larry Friend,frienla01,1958,1958
1423,Pat Frink,frinkpa01,1969,1969
1424,Jim Fritsche,fritsji01,1954,1955
1425,Channing Frye,fryech01,2006,2019
1426,Bernie Fryer,fryerbe01,1974,1975
1427,Frank Fucarino,fucarfr01,1947,1947
1428,Herm Fuetsch,fuetshe01,1948,1948
1429,Joe Fulks,fulksjo01,1947,1954
1430,Carl Fuller,fulleca01,1971,1972
1431,Hiram Fuller,fullehi01,2004,2004
1432,Todd Fuller,fulleto02,1997,2001
1433,Tony Fuller,fulleto01,1981,1981
1434,Markelle Fultz,fultzma01,2018,2021
1435,Lawrence Funderburke,fundela01,1998,2005
1436,Terry Furlow,furlote01,1977,1980
1437,Bill Gabor,gaborbi01,1950,1955
1438,Wenyen Gabriel,gabriwe01,2020,2021
1439,Dan Gadzuric,gadzuda01,2003,2012
1440,Daniel Gafford,gaffoda01,2020,2021
1441,Deng Gai,gaide01,2006,2006
1442,Elmer Gainer,gaineel01,1948,1950
1443,Bill Gaines,gainebi01,1969,1969
1444,Corey Gaines,gaineco01,1989,1995
1445,Reece Gaines,gainere01,2004,2006
1446,Smokey Gaines,gaineda01,1968,1968
1447,Sundiata Gaines,gainesu01,2010,2012
1448,Mike Gale,galemi01,1972,1982
1449,Chad Gallagher,gallach01,1994,1994
1450,Harry Gallatin,gallaha01,1949,1958
1451,Gene Gallette,gillege01,1947,1947
1452,Danilo Gallinari,gallida01,2009,2021
1453,Langston Galloway,gallola01,2015,2021
1454,Dave Gambee,gambeda01,1959,1970
1455,Kevin Gamble,gamblke01,1988,1997
1456,Bob Gantt,ganttbo01,1947,1947
1457,Jorge Garbajosa,garbajo01,2007,2008
1458,Rubén Garcés,garceru01,2001,2001
1459,Alex Garcia,garcial01,2004,2005
1460,Francisco García,garcifr01,2006,2015
1461,Chuck Gardner,gardnch01,1968,1968
1462,Earl Gardner,gardnea01,1949,1949
1463,Kenneth Gardner,gardnke01,1976,1976
1464,Thomas Gardner,gardnth01,2008,2009
1465,Vern Gardner,gardnve01,1950,1952
1466,Jack Garfinkel,garfija01,1947,1949
1467,Patricio Garino,garinpa01,2017,2017
1468,Darius Garland,garlada01,2020,2021
1469,Gary Garland,garlaga01,1980,1980
1470,Winston Garland,garlawi01,1988,1995
1471,Dick Garmaker,garmadi01,1956,1961
1472,Bill Garner,garnebi01,1968,1968
1473,Chris Garner,garnech01,1998,2001
1474,Bill Garnett,garnebi02,1983,1986
1475,Kevin Garnett,garneke01,1996,2016
1476,Marlon Garnett,garnema01,1999,1999
1477,Billy Garrett,garrebi01,2019,2019
1478,Calvin Garrett,garreca01,1981,1984
1479,Dean Garrett,garrede01,1997,2002
1480,Diante Garrett,garredi02,2013,2014
1481,Dick Garrett,garredi01,1970,1974
1482,Rowland Garrett,garrero01,1973,1977
1483,Tom Garrick,garrito01,1989,1992
1484,John Garris,garrijo01,1984,1984
1485,Kiwane Garris,garriki01,1998,2000
1486,Pat Garrity,garripa01,1999,2008
1487,Jim Garvin,garviji01,1974,1974
1488,Marc Gasol,gasolma01,2009,2021
1489,Pau Gasol,gasolpa01,2002,2019
1490,Frank Gates,gatesfr01,1950,1950
1491,Chris Gatling,gatlich01,1992,2002
1492,Kenny Gattison,gattike01,1987,1996
1493,Rudy Gay,gayru01,2007,2021
1494,Ed Gayda,gaydaed01,1951,1951
1495,Andrew Gaze,gazean01,1994,1999
1496,Michael Gbinije,gbinimi01,2017,2017
1497,Reggie Geary,gearyre01,1997,1998
1498,Alonzo Gee,geeal01,2010,2017
1499,Matt Geiger,geigema01,1993,2002
1500,Mickaël Gelabale,gelabmi01,2007,2013
1501,Devean George,georgde01,2000,2010
1502,Jack George,georgja01,1954,1961
1503,Paul George,georgpa01,2011,2021
1504,Tate George,georgta01,1991,1995
1505,Marcus Georges-Hunt,georgma01,2017,2018
1506,Gus Gerard,gerargu01,1975,1981
1507,Derrick Gervin,gervide01,1990,1991
1508,George Gervin,gervige01,1973,1986
1509,Gorham Getchell,getchgo01,1947,1947
1510,John Gianelli,gianejo01,1973,1980
1511,Dick Gibbs,gibbsdi01,1972,1976
1512,Daniel Gibson,gibsoda01,2007,2013
1513,Dee Gibson,gibsode01,1950,1950
1514,Hoot Gibson,gibsoho01,1950,1950
1515,Jonathan Gibson,gibsojo01,2017,2018
1516,Mel Gibson,gibsome01,1964,1964
1517,Mike Gibson,gibsomi01,1984,1986
1518,Taj Gibson,gibsota01,2010,2021
1519,J.R. Giddens,giddejr01,2009,2010
1520,Trey Gilder,gildetr01,2010,2010
1521,Harry Giles,gilesha01,2019,2021
1522,Shai Gilgeous-Alexander,gilgesh01,2019,2021
1523,Anthony Gill,gillan01,2021,2021
1524,Eddie Gill,gilled01,2001,2009
1525,Kendall Gill,gillke01,1991,2005
1526,Ben Gillery,gillebe01,1989,1989
1527,Freddie Gillespie,gillefr01,2021,2021
1528,Jack Gillespie,gilleja01,1970,1970
1529,Armen Gilliam,gilliar01,1988,2000
1530,Herm Gilliam,gillihe01,1970,1977
1531,Artis Gilmore,gilmoar01,1972,1988
1532,Walt Gilmore,gilmowa01,1971,1971
1533,Chuck Gilmur,gilmuch01,1947,1951
1534,Manu Ginóbili,ginobma01,2003,2018
1535,Gordan Giriček,giricgo01,2003,2008
1536,Jack Givens,givenja01,1979,1980
1537,Mickell Gladness,gladnmi01,2012,2012
1538,George Glamack,glamage01,1949,1949
1539,Gerald Glass,glassge01,1991,1996
1540,Mike Glenn,glennmi01,1978,1987
1541,Normie Glick,glickno01,1950,1950
1542,Georgi Glouchkov,gloucge01,1986,1986
1543,Clarence Glover,glovecl01,1972,1972
1544,Dion Glover,glovedi01,2000,2005
1545,Andreas Glyniadakis,glynian01,2007,2007
1546,Mike Gminski,gminsmi01,1981,1994
1547,Rudy Gobert,goberru01,2014,2021
1548,Dan Godfread,godfrda01,1991,1992
1549,Tom Gola,golato01,1956,1966
1550,Ben Goldfaden,goldfbe01,1947,1947
1551,Anthony Goldwire,goldwan01,1996,2006
1552,Ryan Gomes,gomesry01,2006,2014
1553,Glen Gondrezick,gondrgl01,1978,1983
1554,Grant Gondrezick,gondrgr01,1987,1989
1555,Drew Gooden,goodedr01,2003,2016
1556,Gail Goodrich,goodrga01,1966,1979
1557,Steve Goodrich,goodrst01,2001,2002
1558,Archie Goodwin,goodwar01,2014,2017
1559,Brandon Goodwin,goodwbr01,2019,2021
1560,Pop Goodwin,goodwpo01,1947,1948
1561,Aaron Gordon,gordoaa01,2015,2021
1562,Ben Gordon,gordobe01,2005,2015
1563,Drew Gordon,gordodr01,2015,2015
1564,Eric Gordon,gordoer01,2009,2021
1565,Lancaster Gordon,gordola01,1985,1988
1566,Paul Gordon,gordopa01,1950,1950
1567,Marcin Gortat,gortama01,2008,2019
1568,Leo Gottlieb,gottlle01,1947,1948
1569,Andrew Goudelock,goudean01,2012,2016
1570,Gerald Govan,govange01,1968,1976
1571,Bato Govedarica,govedba01,1954,1954
1572,Joe Graboski,grabojo01,1949,1962
1573,Ricky Grace,graceri01,1994,1994
1574,Calvin Graham,grahaca01,1968,1968
1575,Devonte' Graham,grahade01,2019,2021
1576,Greg Graham,grahagr01,1994,1998
1577,Joey Graham,grahajo01,2006,2011
1578,Mal Graham,grahama01,1968,1969
1579,Orlando Graham,grahaor01,1989,1989
1580,Paul Graham,grahapa01,1992,1994
1581,Stephen Graham,grahast01,2006,2011
1582,Treveon Graham,grahatr01,2017,2020
1583,Jim Grandholm,grandji01,1991,1991
1584,Ron Grandison,grandro01,1989,1996
1585,Danny Granger,grangda01,2006,2015
1586,Stewart Granger,grangst01,1984,1987
1587,Brian Grant,grantbr01,1995,2006
1588,Bud Grant,grantbu01,1950,1951
1589,Gary Grant,grantga01,1989,2001
1590,Greg Grant,grantgr01,1990,1996
1591,Harvey Grant,grantha01,1989,1999
1592,Horace Grant,grantho01,1988,2004
1593,Jerami Grant,grantje01,2015,2021
1594,Jerian Grant,grantje02,2016,2020
1595,Josh Grant,grantjo01,1994,1994
1596,Paul Grant,grantpa01,1999,2004
1597,Travis Grant,granttr01,1973,1976
1598,Donte Grantham,grantdo01,2019,2019
1599,Don Grate,gratedo01,1950,1950
1600,Butch Graves,gravebu01,1985,1985
1601,Aaron Gray,grayaa01,2008,2014
1602,Devin Gray,grayde01,1997,2000
1603,Ed Gray,grayed01,1998,1999
1604,Evric Gray,grayev01,1997,1997
1605,Gary Gray,grayga01,1968,1968
1606,Josh Gray,grayjo01,2018,2020
1607,Leonard Gray,grayle01,1975,1977
1608,Stuart Gray,grayst01,1985,1991
1609,Sylvester Gray,graysy01,1989,1989
1610,Wyndol Gray,graywy01,1947,1948
1611,Jeff Grayer,grayeje01,1989,1998
1612,Bob Greacen,greacbo01,1970,1972
1613,A.C. Green,greenac01,1986,2001
1614,Danny Green,greenda02,2010,2021
1615,Devin Green,greende01,2006,2006
1616,Draymond Green,greendr01,2013,2021
1617,Erick Green,greener01,2015,2016
1618,Gerald Green,greenge01,2006,2019
1619,JaMychal Green,greenja01,2015,2021
1620,Javonte Green,greenja02,2020,2021
1621,Jeff Green,greenje02,2008,2021
1622,Johnny Green,greenjo01,1960,1973
1623,Josh Green,greenjo02,2021,2021
1624,Ken Green,greenke01,1986,1986
1625,Kenny Green,greenke02,1986,1987
1626,Lamar Green,greenla01,1970,1975
1627,Litterial Green,greenli01,1993,1999
1628,Luther Green,greenlu01,1970,1973
1629,Mike Green,greenmi01,1974,1980
1630,Rickey Green,greenri01,1978,1992
1631,Sean Green,greense01,1992,1994
1632,Si Green,greensi01,1957,1966
1633,Sidney Green,greensi02,1984,1993
1634,Steve Green,greenst01,1976,1979
1635,Taurean Green,greenta01,2008,2008
1636,Tommie Green,greento01,1979,1979
1637,Willie Green,greenwi01,2004,2015
1638,Donté Greene,greendo01,2009,2012
1639,Orien Greene,greenor01,2006,2011
1640,Jerry Greenspan,greenje01,1964,1965
1641,Dave Greenwood,greenda01,1980,1991
1642,Hal Greer,greerha01,1959,1973
1643,Lynn Greer,greerly01,2007,2007
1644,Gary Gregor,gregoga01,1969,1974
1645,Claude Gregory,gregocl01,1986,1988
1646,John Greig,greigjo01,1983,1983
1647,Norm Grekin,grekino01,1954,1954
1648,Kevin Grevey,greveke01,1976,1985
1649,Dennis Grey,greyde01,1969,1970
1650,Adrian Griffin,griffad01,2000,2008
1651,Blake Griffin,griffbl01,2011,2021
1652,Eddie Griffin,griffed01,2002,2007
1653,Greg Griffin,griffgr01,1978,1978
1654,Paul Griffin,griffpa01,1977,1983
1655,Taylor Griffin,griffta01,2010,2010
1656,Darrell Griffith,griffda01,1981,1991
1657,Chuck Grigsby,grigsch01,1955,1955
1658,Derek Grimm,grimmde01,1998,1998
1659,Woody Grimshaw,grimswo01,1947,1947
1660,Dick Groat,groatdi01,1953,1953
1661,Bob Gross,grossbo01,1976,1983
1662,Mike Grosso,grossmi01,1972,1972
1663,Jerry Grote,groteje01,1965,1965
1664,Alex Groza,grozaal01,1950,1951
1665,Dick Grubar,grubadi01,1970,1970
1666,Anthony Grundy,grundan01,2006,2006
1667,Ernie Grunfeld,grunfer01,1978,1986
1668,Gene Guarilia,guarige01,1960,1963
1669,Pétur Guðmundsson,gudmupe01,1982,1989
1670,Marko Guduric,gudurma01,2020,2020
1671,Richie Guerin,gueriri01,1957,1970
1672,Tom Gugliotta,guglito01,1993,2005
1673,Andrés Guibert,guibean01,1994,1995
1674,Jay Guidinger,guidija01,1993,1994
1675,Coulby Gunther,gunthco01,1947,1949
1676,Dave Gunther,gunthda01,1963,1963
1677,Al Guokas,guokaal01,1950,1950
1678,Matt Guokas,guokama01,1947,1947
1679,Matt Guokas,guokama02,1967,1976
1680,Jorge Gutiérrez,gutiejo01,2014,2016
1681,Kyle Guy,guyky01,2020,2021
1682,A.J. Guyton,guytoaj01,2001,2003
1683,Rui Hachimura,hachiru01,2020,2021
1684,Rudy Hackett,hackeru01,1976,1977
1685,Hamed Haddadi,haddaha01,2009,2013
1686,Jim Hadnot,hadnoji01,1968,1968
1687,Scott Haffner,haffnsc01,1990,1991
1688,Cliff Hagan,hagancl01,1957,1970
1689,Glenn Hagan,hagangl01,1982,1982
1690,Tom Hagan,haganto01,1970,1971
1691,Ashton Hagans,haganas01,2021,2021
1692,Robert Hahn,hahnro01,1950,1950
1693,Al Hairston,hairsal01,1969,1970
1694,Happy Hairston,hairsha01,1965,1975
1695,Lindsay Hairston,hairsli01,1976,1976
1696,Malik Hairston,hairsma01,2009,2010
1697,P.J. Hairston,hairspj02,2015,2016
1698,Marcus Haislip,haislma01,2003,2010
1699,Chick Halbert,halbech01,1947,1951
1700,Swede Halbrook,halbrsw01,1961,1962
1701,Bruce Hale,halebr01,1949,1951
1702,Hal Hale,haleha01,1968,1968
1703,Jack Haley,haleyja01,1989,1998
1704,Tyrese Haliburton,halibty01,2021,2021
1705,Shaler Halimon,halimsh01,1969,1973
1706,Devon Hall,hallde01,2020,2020
1707,Donta Hall,halldo01,2020,2021
1708,Josh Hall,halljo01,2021,2021
1709,Mike Hall,hallmi01,2007,2007
1710,Jeff Halliburton,hallije01,1972,1973
1711,Darvin Ham,hamda01,1997,2005
1712,Steve Hamer,hamerst01,1997,1997
1713,Dale Hamilton,hamilda01,1950,1950
1714,Daniel Hamilton,hamilda02,2018,2019
1715,Dennis Hamilton,hamilde01,1968,1971
1716,Joe Hamilton,hamiljo01,1971,1976
1717,Jordan Hamilton,hamiljo02,2012,2016
1718,Justin Hamilton,hamilju01,2014,2017
1719,Ralph Hamilton,hamilra01,1949,1949
1720,Richard Hamilton,hamilri01,2000,2013
1721,Roy Hamilton,hamilro01,1980,1981
1722,Steve Hamilton,hamilst01,1959,1960
1723,Tang Hamilton,hamilta01,2002,2002
1724,Thomas Hamilton,hamilth01,1996,2000
1725,Zendon Hamilton,hamilze01,2001,2006
1726,Geert Hammink,hammige01,1994,1996
1727,Julian Hammond,hammoju01,1968,1972
1728,Tom Hammonds,hammoto01,1990,2001
1729,A.J. Hammons,hammoaj01,2017,2017
1730,Joe Hamood,hamoojo01,1968,1968
1731,R.J. Hampton,hamptrj01,2021,2021
1732,Darrin Hancock,hancoda01,1995,1997
1733,Ben Handlogten,handlbe01,2004,2005
1734,Cecil Hankins,hankice01,1947,1948
1735,Phil Hankinson,hankiph01,1974,1975
1736,Dusty Hannahs,hannadu01,2019,2020
1737,Alex Hannum,hannual01,1950,1957
1738,Don Hanrahan,hanrado01,1953,1953
1739,Rollen Hans,hansro01,1954,1955
1740,Ben Hansbrough,hansbbe01,2013,2013
1741,Tyler Hansbrough,hansbty01,2010,2016
1742,Bob Hansen,hansebo01,1984,1992
1743,Glenn Hansen,hansegl01,1976,1978
1744,Lars Hansen,hansela01,1979,1979
1745,Travis Hansen,hansetr01,2004,2004
1746,Reggie Hanson,hansore01,1998,1998
1747,Bill Hanzlik,hanzlbi01,1981,1990
1748,Luke Harangody,haranlu01,2011,2012
1749,Anfernee Hardaway,hardaan01,1994,2008
1750,Tim Hardaway,hardati01,1990,2003
1751,Tim Hardaway,hardati02,2014,2021
1752,James Harden,hardeja01,2010,2021
1753,Reggie Harding,hardire01,1964,1968
1754,Charlie Hardnett,hardnch01,1963,1965
1755,Alan Hardy,hardyal01,1981,1982
1756,Darrell Hardy,hardyda01,1968,1968
1757,James Hardy,hardyja01,1979,1982
1758,Ira Harge,hargeir01,1968,1973
1759,John Hargis,hargijo01,1950,1951
1760,Maurice Harkless,harklma01,2013,2021
1761,Jerry Harkness,harknje01,1964,1969
1762,Skip Harlicka,harlisk01,1969,1969
1763,Jerome Harmon,harmoje01,1995,1995
1764,Derek Harper,harpede01,1984,1999
1765,Jared Harper,harpeja01,2020,2021
1766,Justin Harper,harpeju01,2012,2017
1767,Mike Harper,harpemi01,1981,1982
1768,Ron Harper,harpero01,1987,2001
1769,Matt Harpring,harprma01,1999,2009
1770,Montrezl Harrell,harremo01,2016,2021
1771,Josh Harrellson,harrejo01,2012,2014
1772,Adam Harrington,harriad01,2003,2003
1773,Al Harrington,harrial01,1999,2014
1774,Junior Harrington,harriju01,2003,2007
1775,Othella Harrington,harriot01,1997,2008
1776,Art Harris,harriar01,1969,1972
1777,Bernie Harris,harribe01,1975,1975
1778,Billy Harris,harribi01,1975,1975
1779,Bob Harris,harribo01,1950,1954
1780,Chris Harris,harrich01,1956,1956
1781,Devin Harris,harride01,2005,2019
1782,Elias Harris,harriel01,2014,2014
1783,Gary Harris,harriga01,2015,2021
1784,Jalen Harris,harrija01,2021,2021
1785,Joe Harris,harrijo01,2015,2021
1786,Lucious Harris,harrilu01,1994,2005
1787,Manny Harris,harrima01,2011,2017
1788,Mike Harris,harrimi01,2008,2014
1789,Steve Harris,harrist01,1986,1990
1790,Terrel Harris,harrite01,2012,2013
1791,Tobias Harris,harrito02,2012,2021
1792,Tony Harris,harrito01,1991,1995
1793,Aaron Harrison,harriaa01,2016,2018
1794,Andrew Harrison,harrian01,2017,2019
1795,Bob Harrison,harribo02,1950,1958
1796,David Harrison,harrida01,2005,2008
1797,Shaquille Harrison,harrish01,2018,2021
1798,Jason Hart,hartja01,2001,2010
1799,Josh Hart,hartjo01,2018,2021
1800,Isaiah Hartenstein,harteis01,2019,2021
1801,Antonio Harvey,harvean01,1994,2003
1802,Donnell Harvey,harvedo01,2001,2005
1803,Scott Haskin,haskisc01,1994,1994
1804,Clem Haskins,haskicl01,1968,1976
1805,Udonis Haslem,hasleud01,2004,2021
1806,Trenton Hassell,hassetr01,2002,2010
1807,Billy Hassett,hassebi01,1950,1951
1808,Joe Hassett,hassejo01,1978,1983
1809,Scott Hastings,hastisc01,1983,1993
1810,Kirk Haston,hastoki01,2002,2003
1811,Vern Hatton,hattove01,1959,1962
1812,John Havlicek,havlijo01,1963,1978
1813,Spencer Hawes,hawessp01,2008,2017
1814,Steve Hawes,hawesst01,1975,1984
1815,Bubbles Hawkins,hawkiro01,1976,1979
1816,Connie Hawkins,hawkico01,1968,1976
1817,Hersey Hawkins,hawkihe01,1989,2001
1818,Juaquin Hawkins,hawkiju01,2003,2003
1819,Marshall Hawkins,hawkima01,1950,1950
1820,Michael Hawkins,hawkimi01,1997,2001
1821,Tom Hawkins,hawkito01,1960,1969
1822,Nate Hawthorne,hawthna01,1974,1976
1823,Chuck Hayes,hayesch01,2006,2016
1824,Elvin Hayes,hayesel01,1969,1984
1825,Jarvis Hayes,hayesja01,2004,2010
